TEXT,,,,,,,,,,,,,,,,SENTIMENT
It's like they have taken the repeat function on the phone media player because they want me to stream or use sptty… https://t.co/k8PBGZiUD6,,,,,,,,,,,,,,,,NEGATIVE
"Mining data broadcast：Ethereum's network hashrate increase 0.46% today.
#Ethereum #ETH https://t.co/byBprVtb3A",,,,,,,,,,,,,,,,POSITIVE
"📢Call for field missions!
We invite you to get in touch with UNEXMIN GeoRobotics (UGR) if you need to obtain valuab… https://t.co/KrKf0VbIEm",,,,,,,,,,,,,,,,NEGATIVE
Even when it’s in writing teachers are denying that this 💩exists. Home choice is necessary more now than ever. This… https://t.co/ss3tOYlDXq,,,,,,,,,,,,,,,,POSITIVE
"#DATA:  @Aggreko survey highlights role of hybrid power.

The key findings are discussed here:… https://t.co/kqowKxp7xr",,,,,,,,,,,,,,,,POSITIVE
RT @laralogan: Pfizer has Large R&amp;D Facility in Wuhan China; Pfizer Employed Members of the Chinese Communist Party According to a Data Lea…,,,,,,,,,,,,,,,,POSITIVE
"@woody_VA Social media doc on nefix had a great quote ""when you don't pay for a product, YOU are the product"" my gu… https://t.co/i3j5Lv5Ic0",,,,,,,,,,,,,,,,POSITIVE
"I do not know how I feel as a Dev in general for  both software and games.
Data mining is one thing, but using expl… https://t.co/HIdVPgHOei",,,,,,,,,,,,,,,,POSITIVE
"Project for Gheorghi C. -- 3 https://t.co/kcWuSQUVoz Hi Gheorghi C., I noticed your profile and would like to offer… https://t.co/qsO2hCQiLF",,,,,,,,,,,,,,,,NEGATIVE
RT @laralogan: Pfizer has Large R&amp;D Facility in Wuhan China; Pfizer Employed Members of the Chinese Communist Party According to a Data Lea…,,,,,,,,,,,,,,,,POSITIVE
RT @laralogan: Pfizer has Large R&amp;D Facility in Wuhan China; Pfizer Employed Members of the Chinese Communist Party According to a Data Lea…,,,,,,,,,,,,,,,,NEGATIVE
"@Cadmus_Labs @JariTapio @jesawyer There’s a plethora of designers, artists and other creative workers that had put… https://t.co/VCtyHlG1qf",,,,,,,,,,,,,,,,POSITIVE
"I will do any kind of data entry, scraping, mining and web research.
#Business #Datascraper #webcrawler… https://t.co/9baQx6pPsl",,,,,,,,,,,,,,,,NEGATIVE
@CRED_support @dganeshhaier Look who is talking about privacy..You are  accessing users personal emails nd talking… https://t.co/AB4XRV0AGR,,,,,,,,,,,,,,,,POSITIVE
"I will do any kind of data entry, scraping, mining and web research.
#Business #Datascraper #webcrawler… https://t.co/2MQULSGMBw",,,,,,,,,,,,,,,,POSITIVE
"I will do any kind of data entry, scraping, mining and web research.
#Business #Datascraper #webcrawler… https://t.co/z7OF5A3aNm",,,,,,,,,,,,,,,,POSITIVE
"I will do any kind of data entry, scraping, mining and web research.
#Business #Datascraper #webcrawler… https://t.co/pxw1LkC3tP",,,,,,,,,,,,,,,,NEGATIVE
"I will do any kind of data entry, scraping, mining and web research.
#Business #Datascraper #webcrawler… https://t.co/I83vu0HP4a",,,,,,,,,,,,,,,,POSITIVE
"I will do any kind of data entry, scraping, mining and web research.
#Business #Datascraper #webcrawler… https://t.co/0ah15N9Adt",,,,,,,,,,,,,,,,NEGATIVE
"I will do any kind of data entry, scraping, mining and web research.
#Business #Datascraper #webcrawler… https://t.co/0bBovVrekr",,,,,,,,,,,,,,,,NEGATIVE
@RealPuffin Thank you! I am trying to stay away from leaks and data mining info but that I just needed to know! :D,,,,,,,,,,,,,,,,POSITIVE
"RT @swashapp: Wondering how to earn rewards from your Swash tokens? 🤔

You can stake $SWASH on @Uniswap V3.

All you need to know 👇
https:/…",,,,,,,,,,,,,,,,POSITIVE
"Some data mining info dropped for #bdsp, but I haven’t seen anything about shiny odds, just locks/unlocks. if anyon… https://t.co/jpanBGwvyh",,,,,,,,,,,,,,,,NEGATIVE
"RT @swashapp: Wondering how to earn rewards from your Swash tokens? 🤔

You can stake $SWASH on @Uniswap V3.

All you need to know 👇
https:/…",,,,,,,,,,,,,,,,POSITIVE
"Gov Solutions Group is hiring: Junior Archiving Analyst

This is a remote/teleworking position. This position will… https://t.co/ypcVXOQOEQ",,,,,,,,,,,,,,,,NEGATIVE
"@friedmandave @benedictevans 🙂 Twitter doesn’t leave space for everything, but if you estimate mining/operating cos… https://t.co/TQ2RsQybNO",,,,,,,,,,,,,,,,NEGATIVE
RT @laralogan: Pfizer has Large R&amp;D Facility in Wuhan China; Pfizer Employed Members of the Chinese Communist Party According to a Data Lea…,,,,,,,,,,,,,,,,POSITIVE
RT @agurevich23: Does anybody has data/charts on the global energy consumption by computation and data storage ( obviously including but no…,,,,,,,,,,,,,,,,POSITIVE
#Genomes are more than the sum of an organism's genes and have traits that may be measured and studied without refe… https://t.co/1paQ5sa1z8,,,,,,,,,,,,,,,,NEGATIVE
#FrancesHaugen warns over @MarkZuckerberg's #Metaverse. https://t.co/2EcUepCXHL We do not recognize that replacing… https://t.co/ifLW7Wtdfl,,,,,,,,,,,,,,,,NEGATIVE
"Lusa - Business News - Portugal: Mining prospection, research rights awarded in four districts of Evora
https://t.co/1be6Cb91oN",,,,,,,,,,,,,,,,POSITIVE
"as says @TheMoonCarl, today’s mind-blowing news will be about the drain of personal data from one of the largest mi… https://t.co/zUV7ZhTJHj",,,,,,,,,,,,,,,,POSITIVE
RT @laralogan: Pfizer has Large R&amp;D Facility in Wuhan China; Pfizer Employed Members of the Chinese Communist Party According to a Data Lea…,,,,,,,,,,,,,,,,NEGATIVE
.@bp_plc is transforming its network to maintain business agility and data security with @Microsoft 365 Enterprise… https://t.co/8kLk0dfsiY,,,,,,,,,,,,,,,,NEGATIVE
German ZEW economic sentiment data surprises to the upside https://t.co/MoGCSUOs1b #kitconews #gold #silver #mining… https://t.co/ts0CefU299,,,,,,,,,,,,,,,,POSITIVE
RT @laralogan: Pfizer has Large R&amp;D Facility in Wuhan China; Pfizer Employed Members of the Chinese Communist Party According to a Data Lea…,,,,,,,,,,,,,,,,POSITIVE
RT @apki_baji2: Is there any student of CS/SE/IT ? Jis ne data mining ka course parh lia ho ?,,,,,,,,,,,,,,,,NEGATIVE
#BigDataSales #DataMining Data Mining using SAS and experts https://t.co/ejmjrUqi6y,,,,,,,,,,,,,,,,POSITIVE
"All my devices :

- Linux (Parrot OS or Ubuntu)
- Graphene OS 
- Tor Browser
- Location turned off
- Developer Mode… https://t.co/GvFnCT4bN2",,,,,,,,,,,,,,,,POSITIVE
"CitiusTech is hiring: Data Engineer

Data Engineer / Technical Lead - II Longterm; Remote [can work from your curre… https://t.co/cPN8CALpRf",,,,,,,,,,,,,,,,POSITIVE
"Track your cryptocurrency portfolio in an Excel Spreadsheet, with live pricing data https://t.co/JQZQnwWXBn
#BTC… https://t.co/5NduOcoZxB",,,,,,,,,,,,,,,,NEGATIVE
"@NCrosshair @powerlifthodl @gummibear737 You don't need a data center to run a bitcoin node, I have one running in… https://t.co/Trxxy3SinE",,,,,,,,,,,,,,,,NEGATIVE
"@lucyallan You have serious issues, we'll put aside the fact that it wasn't a majority of the country, it was about… https://t.co/rjdFebG0wz",,,,,,,,,,,,,,,,POSITIVE
"RT @swashapp: Wondering how to earn rewards from your Swash tokens? 🤔

You can stake $SWASH on @Uniswap V3.

All you need to know 👇
https:/…",,,,,,,,,,,,,,,,POSITIVE
"RT @berry_data: 🐋One more member joined Berry Club - DMEX

@DMEX_finance is the world’s first decentralized mining power financial service…",,,,,,,,,,,,,,,,NEGATIVE
"RT @FazalHussain786: I am a freelancer. I want to be with you. You can visit my link and if you want you can order to me. Visit her:
https:…",,,,,,,,,,,,,,,,POSITIVE
#DeadByDaylight @DeadByBHVR is out here ranting about crows and old mining ghost towns. Maybe if we’re lucky we’ll… https://t.co/WrvLw7dqxB,,,,,,,,,,,,,,,,POSITIVE
Data Science for Business: What You Need to Know about Data Mining and Data-Analytic Thinking… https://t.co/qjKu0tKUeB,,,,,,,,,,,,,,,,NEGATIVE
@NinoslavLatas pow pays for mining; pos for staking; get what you pay for so if you want to scale you have to bring… https://t.co/uSHAtaBEvv,,,,,,,,,,,,,,,,POSITIVE
"RT @celsiusASX: #Copper demand ramps up. ""Inventories (in China) of the metal (copper)... fell to their lowest since June 2009.""

Read more…",,,,,,,,,,,,,,,,
I am a freelancer. I want to be with you. You can visit my link and if you want you can order to me. Visit her:… https://t.co/verQmqIJvh,,,,,,,,,,,,,,,,NEGATIVE
"RT @janefagray: Roll up, roll up. Come hear how @Uber has transformed #customersatisfaction levels at scale through process mining and data…",,,,,,,,,,,,,,,,POSITIVE
"RT @ClubSignage: SigOpt AI &amp; HPC Summit, Nov 16 – Virtual and Free https://t.co/tG3P8Eis43 #technology #ArtificialIntelligence 
@ClubSignag…",,,,,,,,,,,,,,,,-
"Roll up, roll up. Come hear how @Uber has transformed #customersatisfaction levels at scale through process mining… https://t.co/VRkt17muPI",,,,,,,,,,,,,,,,POSITIVE
"RT @ClubSignage: SigOpt AI &amp; HPC Summit, Nov 16 – Virtual and Free https://t.co/tG3P8Eis43 #technology #ArtificialIntelligence 
@ClubSignag…",,,,,,,,,,,,,,,,-
"RT @ClubSignage: SigOpt AI &amp; HPC Summit, Nov 16 – Virtual and Free https://t.co/tG3P8Eis43 #technology #ArtificialIntelligence 
@ClubSignag…",,,,,,,,,,,,,,,,-
"SigOpt AI &amp; HPC Summit, Nov 16 – Virtual and Free https://t.co/tG3P8Eis43 #technology #ArtificialIntelligence… https://t.co/ajG8KjEmlO",,,,,,,,,,,,,,,,NEGATIVE
"RT @MonirHo28806005: Check it out! alamin__124 will do data entry, data mining, web research, an... for $5 on #Fiverr https://t.co/ot4WcK3Y…",,,,,,,,,,,,,,,,POSITIVE
"Chalice Mining (ASX:CHN) closed +28.51%. $CHN #investing #asx

CHN has around $52.61m of open short positions (8,10… https://t.co/Zd68poq7ma",,,,,,,,,,,,,,,,-
"#Copper 4.4444 ⬆️( 1.04% )

The US$1.2 trillion infrastructure bill and China’s record trade surplus for October he… https://t.co/mANzhXvt8w",,,,,,,,,,,,,,,,-
"#IJDKP #WJCI indexed #datascience
#blockchain #bigdata #datamining  
International Journal of Data Mining &amp; Knowled… https://t.co/EPGhjxhGAT",,,,,,,,,,,,,,,,-
RT @laralogan: Pfizer has Large R&amp;D Facility in Wuhan China; Pfizer Employed Members of the Chinese Communist Party According to a Data Lea…,,,,,,,,,,,,,,,,POSITIVE
The startup FACTIC gives a SaaS strategy that furnishes predictive analytics solutions for the food and beverage in… https://t.co/Vd2uqsPof3,,,,,,,,,,,,,,,,NEGATIVE
RT @fayyazhere: Yours truly presents a 10-week module for data mining and machine learning for beginner and intermediate level data scienti…,,,,,,,,,,,,,,,,POSITIVE
RT @fayyazhere: Yours truly presents a 10-week module for data mining and machine learning for beginner and intermediate level data scienti…,,,,,,,,,,,,,,,,-
"RT @swashapp: Wondering how to earn rewards from your Swash tokens? 🤔

You can stake $SWASH on @Uniswap V3.

All you need to know 👇
https:/…",,,,,,,,,,,,,,,,-
"Sayona Mining (ASX:SYA) closed +3.33%. $SYA #investing #asx

SYA has around $8.16k of open short positions (51,000… https://t.co/iT9AAv5rmB",,,,,,,,,,,,,,,,NEGATIVE
Markets Buoyed by Biden's US $1.2tn Bill + China Trade Data https://t.co/HVHm743X9O,,,,,,,,,,,,,,,,NEGATIVE
"7th International Conference on Data Mining and Database Management Systems (DMDBS 2021)
researchers who address th… https://t.co/Hdn0rGS5D1",,,,,,,,,,,,,,,,-
RT @CladisticsAlert: OPEN ACCESS: Phylogeny of gracillariid leaf-mining moths: evolution of larval behaviour inferred from phylogenomic and…,,,,,,,,,,,,,,,,POSITIVE
"RT @swashapp: Wondering how to earn rewards from your Swash tokens? 🤔

You can stake $SWASH on @Uniswap V3.

All you need to know 👇
https:/…",,,,,,,,,,,,,,,,-
"RT @swashapp: Wondering how to earn rewards from your Swash tokens? 🤔

You can stake $SWASH on @Uniswap V3.

All you need to know 👇
https:/…",,,,,,,,,,,,,,,,-
RT @CladisticsAlert: OPEN ACCESS: Phylogeny of gracillariid leaf-mining moths: evolution of larval behaviour inferred from phylogenomic and…,,,,,,,,,,,,,,,,NEGATIVE
OPEN ACCESS: Phylogeny of gracillariid leaf-mining moths: evolution of larval behaviour inferred from phylogenomic… https://t.co/l4HVxmwuYD,,,,,,,,,,,,,,,,NEGATIVE
"Veris Australia has been selected to provide surveying, pipeline design, data and GIS support services for a concen… https://t.co/iK60nyVUyj",,,,,,,,,,,,,,,,POSITIVE
.@bp_plc is transforming its network to maintain business agility and data security with @Microsoft 365 Enterprise… https://t.co/JI5yNrYGdg,,,,,,,,,,,,,,,,NEGATIVE
.@bp_plc is transforming its network to maintain business agility and data security with @Microsoft 365 Enterprise… https://t.co/qSxHEQEtic,,,,,,,,,,,,,,,,POSITIVE
"RT @ETBrandEquity: #ETMartechAsia : Join 50+ Marketing Leaders to get the latest insights on Tools &amp; Stack for your #MarTech Roadmap.
We ar…",,,,,,,,,,,,,,,,POSITIVE
RT @laralogan: Pfizer has Large R&amp;D Facility in Wuhan China; Pfizer Employed Members of the Chinese Communist Party According to a Data Lea…,,,,,,,,,,,,,,,,POSITIVE
"Check out my Gig on #Fiverr: do #webscraping, #datamining and #automation https://t.co/0clA2iIV4G

I provide #bulk… https://t.co/EgCdLR45PE",,,,,,,,,,,,,,,,NEGATIVE
#ETMartechAsia : Join 50+ Marketing Leaders to get the latest insights on Tools &amp; Stack for your #MarTech Roadmap.… https://t.co/6KeL3ZWl9J,,,,,,,,,,,,,,,,NEGATIVE
RT @laralogan: Pfizer has Large R&amp;D Facility in Wuhan China; Pfizer Employed Members of the Chinese Communist Party According to a Data Lea…,,,,,,,,,,,,,,,,POSITIVE
RT @RoseAnnieFlo: Kerching. The @Mental_Elf isn't above promoting mh social media data-mining I see.  Is there a Principled Pixie in the wo…,,,,,,,,,,,,,,,,NEGATIVE
"RT @Datascience__: The Elements of Statistical Learning: Data Mining, Inference, and Prediction, Second Edition (Springer Series in Statist…",,,,,,,,,,,,,,,,NEGATIVE
"@fpl_addictive @OfficialFPL Considering selling Vardy. Wilson maybe. We'll see.

Working on optimizing the algo. Bu… https://t.co/tJPsf8vFTD",,,,,,,,,,,,,,,,POSITIVE
RT @laralogan: Pfizer has Large R&amp;D Facility in Wuhan China; Pfizer Employed Members of the Chinese Communist Party According to a Data Lea…,,,,,,,,,,,,,,,,POSITIVE
RT @laralogan: Pfizer has Large R&amp;D Facility in Wuhan China; Pfizer Employed Members of the Chinese Communist Party According to a Data Lea…,,,,,,,,,,,,,,,,POSITIVE
Having managed to find Fascistbook's hoops that need to be jumped through (unfortunately a couple of things I'm try… https://t.co/FWp2J6jQox,,,,,,,,,,,,,,,,POSITIVE
Text classification model using NLP https://t.co/408xgCqWfj The project is I'll provide the plant diseases related… https://t.co/AVEVEtTaNC,,,,,,,,,,,,,,,,NEGATIVE
.@bp_plc is transforming its network to maintain business agility and data security with @Microsoft 365 Enterprise… https://t.co/YJq0PS7sjz,,,,,,,,,,,,,,,,NEGATIVE
RT @KhandanAref: Kubernetes can be a valuable target for data and/or compute power theft. While data theft is traditionally the primary mot…,,,,,,,,,,,,,,,,NEGATIVE
"RT @DCLBlogger: It’s basically Facebook vs Us.

Would rather help build a true open Metaverse/collaborative space here over funnelling peop…",,,,,,,,,,,,,,,,-
RT @WMN4SRVL: People You May Know review – data mining meets Christian fundamentalism https://t.co/Qj5bHJgPWc,,,,,,,,,,,,,,,,NEGATIVE
RT @sveurope: The CRISP-DM methodology provides a structured approach to planning a data mining project. It is a robust and well-proven met…,,,,,,,,,,,,,,,,NEGATIVE
"RT @swashapp: Wondering how to earn rewards from your Swash tokens? 🤔

You can stake $SWASH on @Uniswap V3.

All you need to know 👇
https:/…",,,,,,,,,,,,,,,,-
"RT @stoplapdspying: New first-look at our new AUTOMATING BANISHMENT report out today, from @JMBooyah

Read how LAPD and surveillance compan…",,,,,,,,,,,,,,,,-
Kubernetes can be a valuable target for data and/or compute power theft. While data theft is traditionally the prim… https://t.co/5QEOd9bqEb,,,,,,,,,,,,,,,,NEGATIVE
24 hour CCTV recording is in operation at this station for the purpose of data mining and satisfying your social betters.,,,,,,,,,,,,,,,,POSITIVE
.@bp_plc is transforming its network to maintain business agility and data security with @Microsoft 365 Enterprise… https://t.co/AiwruGLHQx,,,,,,,,,,,,,,,,POSITIVE
RT @laralogan: Pfizer has Large R&amp;D Facility in Wuhan China; Pfizer Employed Members of the Chinese Communist Party According to a Data Lea…,,,,,,,,,,,,,,,,NEGATIVE
"RT @RemoteTechJobs0: HCH Enterprises is hiring: COVID-19 Team Lead - Surveillance Data

Summary The Rhode Island Department of Health (RIDO…",,,,,,,,,,,,,,,,-
RT @laralogan: Pfizer has Large R&amp;D Facility in Wuhan China; Pfizer Employed Members of the Chinese Communist Party According to a Data Lea…,,,,,,,,,,,,,,,,POSITIVE
RT @TradingAllIn: EnviDa Launches Blockchain-Powered Environmental Data Tracking And Mobile Crypto Mining Technology https://t.co/LvUO4P4PY…,,,,,,,,,,,,,,,,NEGATIVE
"RT @swashapp: Wondering how to earn rewards from your Swash tokens? 🤔

You can stake $SWASH on @Uniswap V3.

All you need to know 👇
https:/…",,,,,,,,,,,,,,,,-
RT @laralogan: Pfizer has Large R&amp;D Facility in Wuhan China; Pfizer Employed Members of the Chinese Communist Party According to a Data Lea…,,,,,,,,,,,,,,,,POSITIVE
"Check out the news about EnviDa on BTCPeers 👇🏼
https://t.co/ox1lV39v4a",,,,,,,,,,,,,,,,NEGATIVE
"HCH Enterprises is hiring: COVID-19 Team Lead - Surveillance Data

Summary The Rhode Island Department of Health (R… https://t.co/YZhdNpXGof",,,,,,,,,,,,,,,,-
Social media has gained popularity in the past few years and many marketers have questioned the use of these platfo… https://t.co/MnzqeijQS9,,,,,,,,,,,,,,,,POSITIVE
"Hi There, 
I am successfully working for data entry jobs. Customer satisfaction is my goal.
I will try to give my b… https://t.co/LfqCSURFic",,,,,,,,,,,,,,,,POSITIVE
"Hi There, 
I am successfully working for data entry jobs. Customer satisfaction is my goal.
I will try to give my b… https://t.co/LaFEKLTAgx",,,,,,,,,,,,,,,,POSITIVE
"Hi There, 
I am successfully working for data entry jobs. Customer satisfaction is my goal.
I will try to give my b… https://t.co/Ni5Y9rNGA8",,,,,,,,,,,,,,,,POSITIVE
"Hi There, 
I am successfully working for data entry jobs. Customer satisfaction is my goal.
I will try to give my b… https://t.co/GYWAlEQU0i",,,,,,,,,,,,,,,,POSITIVE
"Hi There, 
I am successfully working for data entry jobs. Customer satisfaction is my goal.
I will try to give my b… https://t.co/qAJ6CkmtqR",,,,,,,,,,,,,,,,POSITIVE
"Hi There, 
I am successfully working for data entry jobs. Customer satisfaction is my goal.
I will try to give my b… https://t.co/y1LDhWXazk",,,,,,,,,,,,,,,,POSITIVE
"Hi There, 
I am successfully working for data entry jobs. Customer satisfaction is my goal.
I will try to give my b… https://t.co/VzOLIOsNm1",,,,,,,,,,,,,,,,POSITIVE
"Hi There, 
I am successfully working for data entry jobs. Customer satisfaction is my goal.
I will try to give my b… https://t.co/ThVzMlD6Ex",,,,,,,,,,,,,,,,POSITIVE
"Hi There, 
I am successfully working for data entry jobs. Customer satisfaction is my goal.
I will try to give my b… https://t.co/oCjrEN0LZJ",,,,,,,,,,,,,,,,POSITIVE
"Hi There, 
I am successfully working for data entry jobs. Customer satisfaction is my goal.
I will try to give my b… https://t.co/6VGrpzBE2e",,,,,,,,,,,,,,,,POSITIVE
"RT @SpiderPool_com: Mining data broadcast：Ethereum's network hashrate increase 3.51% today.
#Ethereum #ETH https://t.co/vNTcsgyGYI",,,,,,,,,,,,,,,,-
RT @laralogan: Pfizer has Large R&amp;D Facility in Wuhan China; Pfizer Employed Members of the Chinese Communist Party According to a Data Lea…,,,,,,,,,,,,,,,,NEGATIVE
"RT @GGGEORGEGGGG: People who think scalability is a matter of TPS speed are ngmi. For Web3 scale means data throughput, and that’s why you…",,,,,,,,,,,,,,,,POSITIVE
"RT @Mars_Labs: We are currently working on the last bug test and data verification of the Mars Mining App, and it will be registered in the…",,,,,,,,,,,,,,,,NEGATIVE
"From KalkineMediaComAu "" Kelly Partners (ASX:KPG) to acquire a Penrith-based accounting firm "" published 9/11/2021… https://t.co/PStSrvZF7s",,,,,,,,,,,,,,,,NEGATIVE
#PrivateInsurance Administering #MedicareAdvantage Once Again Defrauding Americans Out Of Our Life Long Contributio… https://t.co/KyF8WH395r,,,,,,,,,,,,,,,,POSITIVE
"https://t.co/QOdKa4YxM0

This one has code that I wrote for my data mining paper. It also has a couple of cool proj… https://t.co/EJFM5pFWvJ",,,,,,,,,,,,,,,,NEGATIVE
